model_name,model_label,layer,max_layer,relative_layer,alignment,target_layer,is_target_layer
gemma2_9b,Gemma-2 9B,39,41,0.9512195121951219,0.09954469743221236,22,False
gemma2_9b,Gemma-2 9B,40,41,0.975609756097561,0.0881148025040844,22,False
gemma2_9b,Gemma-2 9B,41,41,1.0,0.09186186889516589,22,False
qwen25_14b,Qwen2.5 14B,0,47,0.0,0.5690699357780429,28,False
qwen25_14b,Qwen2.5 14B,1,47,0.02127659574468085,0.5356316376314345,28,False
qwen25_14b,Qwen2.5 14B,2,47,0.0425531914893617,0.49883633250140047,28,False
qwen25_14b,Qwen2.5 14B,3,47,0.06382978723404255,0.4680541418972462,28,False
qwen25_14b,Qwen2.5 14B,4,47,0.0851063829787234,0.44837168745000355,28,False
qwen25_14b,Qwen2.5 14B,5,47,0.10638297872340426,0.29271703579917924,28,False
qwen25_14b,Qwen2.5 14B,6,47,0.1276595744680851,0.19387117852548363,28,False
qwen25_14b,Qwen2.5 14B,7,47,0.14893617021276595,0.16677379682564436,28,False
qwen25_14b,Qwen2.5 14B,8,47,0.1702127659574468,0.37477212153115524,28,False
qwen25_14b,Qwen2.5 14B,9,47,0.19148936170212766,0.22545560744031654,28,False
qwen25_14b,Qwen2.5 14B,10,47,0.2127659574468085,0.5163155814987261,28,False
qwen25_14b,Qwen2.5 14B,11,47,0.23404255319148937,0.5143882053014622,28,False
qwen25_14b,Qwen2.5 14B,12,47,0.2553191489361702,0.496095185779044,28,False
qwen25_14b,Qwen2.5 14B,13,47,0.2765957446808511,0.48025189735827223,28,False
qwen25_14b,Qwen2.5 14B,14,47,0.2978723404255319,0.46066785101793645,28,False
qwen25_14b,Qwen2.5 14B,15,47,0.3191489361702128,0.48918464863798816,28,False
qwen25_14b,Qwen2.5 14B,16,47,0.3404255319148936,0.44688441575262394,28,False
qwen25_14b,Qwen2.5 14B,17,47,0.3617021276595745,0.42798072541315946,28,False
qwen25_14b,Qwen2.5 14B,18,47,0.3829787234042553,0.3334387958502642,28,False
qwen25_14b,Qwen2.5 14B,19,47,0.40425531914893614,0.3043170048989113,28,False
qwen25_14b,Qwen2.5 14B,20,47,0.425531914893617,0.31214780657400354,28,False
qwen25_14b,Qwen2.5 14B,21,47,0.44680851063829785,0.36247058858680015,28,False
qwen25_14b,Qwen2.5 14B,22,47,0.46808510638297873,0.2783301658741383,28,False
qwen25_14b,Qwen2.5 14B,23,47,0.48936170212765956,0.2440215814399646,28,False
qwen25_14b,Qwen2.5 14B,24,47,0.5106382978723404,0.14483696784204947,28,False
qwen25_14b,Qwen2.5 14B,25,47,0.5319148936170213,0.1079543487739164,28,False
qwen25_14b,Qwen2.5 14B,26,47,0.5531914893617021,0.1401108596647626,28,False
qwen25_14b,Qwen2.5 14B,27,47,0.574468085106383,0.6380742684904486,28,False
qwen25_14b,Qwen2.5 14B,28,47,0.5957446808510638,0.7608969974900802,28,True
qwen25_14b,Qwen2.5 14B,29,47,0.6170212765957447,0.7161403008138367,28,False
qwen25_14b,Qwen2.5 14B,30,47,0.6382978723404256,0.7098364616825132,28,False
qwen25_14b,Qwen2.5 14B,31,47,0.6595744680851063,0.6303058911460031,28,False
qwen25_14b,Qwen2.5 14B,32,47,0.6808510638297872,0.5329196777694255,28,False
qwen25_14b,Qwen2.5 14B,33,47,0.7021276595744681,0.5331441686292921,28,False
qwen25_14b,Qwen2.5 14B,34,47,0.723404255319149,0.38892029786811255,28,False
qwen25_14b,Qwen2.5 14B,35,47,0.7446808510638298,0.3371737183834637,28,False
qwen25_14b,Qwen2.5 14B,36,47,0.7659574468085106,0.26211726820128456,28,False
qwen25_14b,Qwen2.5 14B,37,47,0.7872340425531915,0.27792357438260173,28,False
qwen25_14b,Qwen2.5 14B,38,47,0.8085106382978723,0.2886200751837619,28,False
qwen25_14b,Qwen2.5 14B,39,47,0.8297872340425532,0.2438173804527455,28,False
qwen25_14b,Qwen2.5 14B,40,47,0.851063829787234,0.24325013859618855,28,False
qwen25_14b,Qwen2.5 14B,41,47,0.8723404255319149,0.22320930464743668,28,False
qwen25_14b,Qwen2.5 14B,42,47,0.8936170212765957,0.22017313227706084,28,False
qwen25_14b,Qwen2.5 14B,43,47,0.9148936170212766,0.20654839593438604,28,False
qwen25_14b,Qwen2.5 14B,44,47,0.9361702127659575,0.1773612484277332,28,False
qwen25_14b,Qwen2.5 14B,45,47,0.9574468085106383,0.14104922743484177,28,False
qwen25_14b,Qwen2.5 14B,46,47,0.9787234042553191,0.13519836876656274,28,False
qwen25_14b,Qwen2.5 14B,47,47,1.0,0.1065622893549888,28,False
