model_name,target_layer,pair_id,pair_class,domain,valence_status,opposition_status,word_A,word_B,template_name,alpha_raw,alpha_norm,vaa_projection_AB,vaa_projection_BA,vaa_projection_delta,abs_vaa_projection_delta,vaa_projection_unit_AB,vaa_projection_unit_BA,vaa_projection_unit_delta,abs_vaa_projection_unit_delta,vaa_projection_cosine_AB,vaa_projection_cosine_BA,vaa_projection_cosine_delta,abs_vaa_projection_cosine_delta,activation_norm_AB,activation_norm_BA
qwen25_32b,43,neutral_nonopposite::neutral::000,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,apple,banana,preference_control,0.0,0.0,31.03951072692871,30.422752380371094,0.6167583465576172,0.6167583465576172,31.03951072692871,30.422752380371094,0.6167583465576172,0.6167583465576172,0.1269906759262085,0.1244625672698021,0.0025281086564064,0.0025281086564064,244.4235382080078,244.43295288085935
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,pear,plum,preference_control,0.0,0.0,28.296157836914062,25.653676986694336,2.6424808502197266,2.6424808502197266,28.296157836914062,25.653676986694336,2.6424808502197266,2.6424808502197266,0.1169889867305755,0.1063788756728172,0.0106101110577583,0.0106101110577583,241.87026977539065,241.15386962890625
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,grape,melon,preference_control,0.0,0.0,25.920669555664062,26.49099540710449,-0.5703258514404297,0.5703258514404297,25.920669555664062,26.49099540710449,-0.5703258514404297,0.5703258514404297,0.1057878211140632,0.1094645783305168,-0.0036767572164535,0.0036767572164535,245.02508544921875,242.00518798828125
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,cat,dog,preference_control,0.0,0.0,18.806013107299805,21.954214096069336,-3.1482009887695312,3.1482009887695312,18.806013107299805,21.954214096069336,-3.1482009887695312,3.1482009887695312,0.0778864994645118,0.089911863207817,-0.0120253637433052,0.0120253637433052,241.45407104492188,244.17483520507807
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,horse,goat,preference_control,0.0,0.0,19.783462524414062,17.707286834716797,2.0761756896972656,2.0761756896972656,19.783462524414062,17.707286834716797,2.0761756896972656,2.0761756896972656,0.0829024687409401,0.0746072754263877,0.0082951933145523,0.0082951933145523,238.6353759765625,237.33995056152344
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,sheep,deer,preference_control,0.0,0.0,17.616363525390625,20.40667724609375,-2.790313720703125,2.790313720703125,17.616363525390625,20.40667724609375,-2.790313720703125,2.790313720703125,0.0733344033360481,0.0855128169059753,-0.0121784135699272,0.0121784135699272,240.2196350097656,238.6388092041016
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,robin,sparrow,preference_control,0.0,0.0,24.724714279174805,23.14454460144043,1.580169677734375,1.580169677734375,24.724714279174805,23.14454460144043,1.580169677734375,1.580169677734375,0.1025457754731178,0.0955051109194755,0.0070406645536422,0.0070406645536422,241.10903930664065,242.3382873535156
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,table,chair,preference_control,0.0,0.0,19.765729904174805,21.53686141967773,-1.7711315155029297,1.7711315155029297,19.765729904174805,21.53686141967773,-1.7711315155029297,1.7711315155029297,0.0810609012842178,0.0882569476962089,-0.0071960464119911,0.0071960464119911,243.8380126953125,244.0245513916016
qwen25_32b,43,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,fork,spoon,preference_control,0.0,0.0,17.22103500366211,21.69907760620117,-4.478042602539063,4.478042602539063,17.22103500366211,21.69907760620117,-4.478042602539063,4.478042602539063,0.0719662830233573,0.0900835767388343,-0.0181172937154769,0.0181172937154769,239.2930908203125,240.87718200683597
qwen25_32b,43,neutral_nonopposite::neutral::009,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,cup,bowl,preference_control,0.0,0.0,21.76358985900879,22.89951705932617,-1.1359272003173828,1.1359272003173828,21.76358985900879,22.89951705932617,-1.1359272003173828,1.1359272003173828,0.0905986279249191,0.0941740795969963,-0.0035754516720771,0.0035754516720771,240.2198638916016,243.1615753173828
