model_name,target_layer,pair_id,pair_class,domain,valence_status,opposition_status,word_A,word_B,template_name,alpha_raw,alpha_norm,vaa_projection_AB,vaa_projection_BA,vaa_projection_delta,abs_vaa_projection_delta,vaa_projection_unit_AB,vaa_projection_unit_BA,vaa_projection_unit_delta,abs_vaa_projection_unit_delta,vaa_projection_cosine_AB,vaa_projection_cosine_BA,vaa_projection_cosine_delta,abs_vaa_projection_cosine_delta,activation_norm_AB,activation_norm_BA
qwen25_3b,26,neutral_nonopposite::neutral::000,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,apple,banana,preference_control,0.0,0.0,-1.968451142311096,-3.09313702583313,1.1246858835220337,1.1246858835220337,-1.968451142311096,-3.09313702583313,1.1246858835220337,1.1246858835220337,-0.0229789055883884,-0.0361815355718135,0.0132026299834251,0.0132026299834251,85.66339874267578,85.4893798828125
qwen25_3b,26,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,pear,plum,preference_control,0.0,0.0,-6.472250938415527,-2.5114307403564453,-3.960820198059082,3.960820198059082,-6.472250938415527,-2.5114307403564453,-3.960820198059082,3.960820198059082,-0.0725457742810249,-0.0293025989085435,-0.0432431753724813,0.0432431753724813,89.21610260009766,85.70675659179688
qwen25_3b,26,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,grape,melon,preference_control,0.0,0.0,-6.239029884338379,-6.361357688903809,0.1223278045654296,0.1223278045654296,-6.239029884338379,-6.361357688903809,0.1223278045654296,0.1223278045654296,-0.0695366710424423,-0.0711195990443229,0.0015829280018806,0.0015829280018806,89.72286987304688,89.44591522216797
qwen25_3b,26,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,cat,dog,preference_control,0.0,0.0,-7.611133575439453,-5.3020758628845215,-2.309057712554932,2.309057712554932,-7.611133575439453,-5.3020758628845215,-2.309057712554932,2.309057712554932,-0.086541399359703,-0.0606965497136116,-0.0258448496460914,0.0258448496460914,87.94789123535156,87.35382843017578
qwen25_3b,26,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,horse,goat,preference_control,0.0,0.0,-10.224102020263672,-8.80133056640625,-1.422771453857422,1.422771453857422,-10.224102020263672,-8.80133056640625,-1.422771453857422,1.422771453857422,-0.1138316020369529,-0.0981097221374511,-0.0157218798995018,0.0157218798995018,89.81777954101562,89.70905303955078
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,sheep,deer,preference_control,0.0,0.0,-8.124163627624512,-8.317564010620117,0.1934003829956054,0.1934003829956054,-8.124163627624512,-8.317564010620117,0.1934003829956054,0.1934003829956054,-0.0903791859745979,-0.0927767679095268,0.0023975819349288,0.0023975819349288,89.88976287841797,89.6513671875
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,robin,sparrow,preference_control,0.0,0.0,-2.2203049659729004,-7.428885459899902,5.208580493927002,5.208580493927002,-2.2203049659729004,-7.428885459899902,5.208580493927002,5.208580493927002,-0.0262628588825464,-0.0813594907522201,0.0550966318696737,0.0550966318696737,84.54163360595703,91.30938720703124
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,table,chair,preference_control,0.0,0.0,-5.86726188659668,-8.851263999938965,2.984002113342285,2.984002113342285,-5.86726188659668,-8.851263999938965,2.984002113342285,2.984002113342285,-0.0646625459194183,-0.0945621281862258,0.0298995822668075,0.0298995822668075,90.73664093017578,93.60263061523438
qwen25_3b,26,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,fork,spoon,preference_control,0.0,0.0,-4.314667224884033,-4.263769149780273,-0.0508980751037597,0.0508980751037597,-4.314667224884033,-4.263769149780273,-0.0508980751037597,0.0508980751037597,-0.0482866317033767,-0.047624185681343,-0.0006624460220336,0.0006624460220336,89.35531616210938,89.52949523925781
qwen25_3b,26,neutral_nonopposite::neutral::009,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,cup,bowl,preference_control,0.0,0.0,-3.724609851837158,-4.683656215667725,0.9590463638305664,0.9590463638305664,-3.724609851837158,-4.683656215667725,0.9590463638305664,0.9590463638305664,-0.0414915271103382,-0.0512557551264762,0.009764228016138,0.009764228016138,89.76795959472656,91.3781509399414
