model_name,model_label,projection_correlation_right_wrong,projection_correlation_true_false,vaa_similarity_right_wrong,vaa_similarity_true_false,vaa_variance_right_wrong,vaa_variance_true_false
qwen25_3b,Qwen2.5 3B,0.998908076429814,0.99464316823515,0.8038944629928846,0.7805384157644482,0.418881067658246,0.3909049290461369
mistral_7b,Mistral-7B v0.3,0.9473108983164223,0.7945376735836814,0.520716094045748,0.4001981624298152,0.0825482487499297,0.0625601303789332
qwen25_7b,Qwen2.5 7B,0.9889781264293668,0.98439830192032,0.6597346138614575,0.6464220792872939,0.194248354572728,0.1929178311957735
llama3_8b,Llama-3.1 8B,0.7409987234922435,0.8643424301033229,0.3819078800484763,0.4486184807083667,0.0718845562613259,0.0824676935451255
gemma2_9b,Gemma-2 9B,0.9496069624022236,0.932827324562631,0.5110157230651708,0.4750034033314666,0.1071694588437672,0.0839670218946729
qwen25_14b,Qwen2.5 14B,0.9949577328213932,0.9933773648049804,0.6403783769958313,0.6263256786497785,0.224959915086801,0.198396225950755
qwen25_32b,Qwen2.5 32B,0.9944992216390272,0.9820952745029636,0.5257397592272616,0.4729092813639293,0.1441206044624272,0.0955671785227661
qwen25_72b,Qwen2.5 72B,0.9881503110620984,0.9832095989610722,0.6055426943978791,0.5749915473838021,0.215590702360106,0.1802635752104667
