model_name,target_layer,pair_id,pair_class,domain,valence_status,opposition_status,alpha_norm,template_name,first_token_logit_diff_canonical_AB,first_token_logit_diff_canonical_BA,logprob_diff_canonical_AB,logprob_diff_canonical_BA,d_AB,d_BA,semantic_component,position_component,first_token_d_AB,first_token_d_BA,first_token_semantic_component,first_token_position_component
qwen25_32b,43,neutral_nonopposite::neutral::000,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,9.0,-4.5,8.999876976013184,-4.48895263671875,8.999876976013184,-4.48895263671875,2.255462169647217,6.744414806365967,9.0,-4.5,2.25,6.75
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,-3.5,-4.0,-3.5078125,-4.009765625,-3.5078125,-4.009765625,-3.7587890625,0.2509765625,-3.5,-4.0,-3.75,0.25
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,-1.75,-6.5,-1.751953125,-6.499267578125,-1.751953125,-6.499267578125,-4.1256103515625,2.3736572265625,-1.75,-6.5,-4.125,2.375
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,1.75,-8.5,1.751953125,-8.495452880859375,1.751953125,-8.495452880859375,-3.3717498779296875,5.123703002929688,1.75,-8.5,-3.375,5.125
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,4.5,-9.25,4.48834228515625,-9.248138427734377,4.48834228515625,-9.248138427734377,-2.3798980712890625,6.8682403564453125,4.5,-9.25,-2.375,6.875
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,6.25,-9.75,6.2476654052734375,-9.749027252197266,6.2476654052734375,-9.749027252197266,-1.750680923461914,7.998346328735352,6.25,-9.75,-1.75,8.0
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,8.0,-10.75,7.999439239501953,-10.749744415283203,7.999439239501953,-10.749744415283203,-1.375152587890625,9.374591827392578,8.0,-10.75,-1.375,9.375
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,10.75,-12.25,10.749899864196776,-12.249971985816956,10.749899864196776,-12.249971985816956,-0.7500360608100891,11.499935925006866,10.75,-12.25,-0.75,11.5
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,12.75,-13.5,12.749950170516968,-13.499995231628418,12.749950170516968,-13.499995231628418,-0.3750225305557251,13.124972701072693,12.75,-13.5,-0.375,13.125
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.6,preference_control,12.5,-13.0,12.499967098236084,-12.999995946884155,12.499967098236084,-12.999995946884155,-0.2500144243240356,12.74998152256012,12.5,-13.0,-0.25,12.75
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.8,preference_control,10.75,-11.75,10.749939441680908,-11.749990224838257,10.749939441680908,-11.749990224838257,-0.5000253915786743,11.249964833259584,10.75,-11.75,-0.5,11.25
qwen25_32b,43,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,9.0,-10.0,8.99984073638916,-9.999950647354126,8.99984073638916,-9.999950647354126,-0.5000549554824829,9.499895691871645,9.0,-10.0,-0.5,9.5
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,1.5,-3.5,1.49609375,-3.499267578125,1.49609375,-3.499267578125,-1.0015869140625,2.4976806640625,1.5,-3.5,-1.0,2.5
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,3.5,-7.625,3.498046875,-7.624454498291016,3.498046875,-7.624454498291016,-2.063203811645508,5.561250686645508,3.5,-7.625,-2.0625,5.5625
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,4.5,-10.25,4.513916015625,-10.24995756149292,4.513916015625,-10.24995756149292,-2.86802077293396,7.38193678855896,4.5,-10.25,-2.875,7.375
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,4.25,-10.75,4.2611083984375,-10.74997615814209,4.2611083984375,-10.74997615814209,-3.244433879852295,7.505542278289795,4.25,-10.75,-3.25,7.5
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,5.0,-10.625,4.99017333984375,-10.62497353553772,4.99017333984375,-10.62497353553772,-2.817400097846985,7.807573437690735,5.0,-10.625,-2.8125,7.8125
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,6.0,-11.25,5.9964141845703125,-11.249985218048096,5.9964141845703125,-11.249985218048096,-2.626785516738892,8.623199701309204,6.0,-11.25,-2.625,8.625
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,8.25,-13.25,8.2493896484375,-13.24999737739563,8.2493896484375,-13.24999737739563,-2.500303864479065,10.749693512916563,8.25,-13.25,-2.5,10.75
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,10.0,-14.0,9.99979305267334,-13.999998688697817,9.99979305267334,-13.999998688697817,-2.000102818012237,11.999895870685576,10.0,-14.0,-2.0,12.0
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.6,preference_control,10.5,-13.0,10.49987506866455,-12.99999713897705,10.49987506866455,-12.99999713897705,-1.25006103515625,11.7499361038208,10.5,-13.0,-1.25,11.75
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.8,preference_control,9.0,-11.5,8.999750137329102,-11.49998939037323,8.999750137329102,-11.49998939037323,-1.2501196265220642,10.249869763851166,9.0,-11.5,-1.25,10.25
qwen25_32b,43,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,7.5,-10.5,7.499317169189453,-10.499972105026243,7.499317169189453,-10.499972105026243,-1.500327467918396,8.99964463710785,7.5,-10.5,-1.5,9.0
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,-11.0,3.5,-11.0625,3.5,-11.0625,3.5,-3.78125,-7.28125,-11.0,3.5,-3.75,-7.25
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,-10.25,2.125,-10.1875,2.125,-10.1875,2.125,-4.03125,-6.15625,-10.25,2.125,-4.0625,-6.1875
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,-9.25,0.125,-9.21875,0.125,-9.21875,0.125,-4.546875,-4.671875,-9.25,0.125,-4.5625,-4.6875
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,-7.75,-1.25,-7.75,-1.248046875,-7.75,-1.248046875,-4.4990234375,-3.2509765625,-7.75,-1.25,-4.5,-3.25
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,-5.75,-2.0,-5.748046875,-1.9970703125,-5.748046875,-1.9970703125,-3.87255859375,-1.87548828125,-5.75,-2.0,-3.875,-1.875
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,-3.125,-2.0,-3.126220703125,-1.998046875,-3.126220703125,-1.998046875,-2.5621337890625,-0.5640869140625,-3.125,-2.0,-2.5625,-0.5625
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,0.25,-3.5,0.25,-3.50146484375,0.25,-3.50146484375,-1.625732421875,1.875732421875,0.25,-3.5,-1.625,1.875
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,3.25,-6.5,3.2431640625,-6.4984893798828125,3.2431640625,-6.4984893798828125,-1.6276626586914062,4.870826721191406,3.25,-6.5,-1.625,4.875
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.6,preference_control,4.25,-8.25,4.23583984375,-8.249736785888672,4.23583984375,-8.249736785888672,-2.006948471069336,6.242788314819336,4.25,-8.25,-2.0,6.25
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.8,preference_control,3.75,-8.0,3.742431640625,-7.999664306640625,3.742431640625,-7.999664306640625,-2.1286163330078125,5.8710479736328125,3.75,-8.0,-2.125,5.875
qwen25_32b,43,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,2.5,-7.25,2.4990234375,-7.249290466308594,2.4990234375,-7.249290466308594,-2.375133514404297,4.874156951904297,2.5,-7.25,-2.375,4.875
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,-9.5,-1.875,-9.482421875,-1.875,-9.482421875,-1.875,-5.6787109375,-3.8037109375,-9.5,-1.875,-5.6875,-3.8125
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,-9.375,-5.0,-9.355224609375,-5.0,-9.355224609375,-5.0,-7.1776123046875,-2.1776123046875,-9.375,-5.0,-7.1875,-2.1875
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,-6.875,-6.125,-6.87066650390625,-6.12109375,-6.87066650390625,-6.12109375,-6.495880126953125,-0.374786376953125,-6.875,-6.125,-6.5,-0.375
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,-4.75,-5.625,-4.7396240234375,-5.636962890625,-4.7396240234375,-5.636962890625,-5.18829345703125,0.44866943359375,-4.75,-5.625,-5.1875,0.4375
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,-3.5,-6.25,-3.5008544921875,-6.241455078125,-3.5008544921875,-6.241455078125,-4.87115478515625,1.37030029296875,-3.5,-6.25,-4.875,1.375
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,-2.5,-7.375,-2.4990234375,-7.3735809326171875,-2.4990234375,-7.3735809326171875,-4.936302185058594,2.4372787475585938,-2.5,-7.375,-4.9375,2.4375
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,0.5,-8.75,0.498046875,-8.749563217163086,0.498046875,-8.749563217163086,-4.125758171081543,4.623805046081543,0.5,-8.75,-4.125,4.625
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,4.5,-10.0,4.4888916015625,-9.999825477600098,4.4888916015625,-9.999825477600098,-2.755466938018799,7.244358539581299,4.5,-10.0,-2.75,7.25
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.6,preference_control,6.25,-10.5,6.2480316162109375,-10.499924659729004,6.2480316162109375,-10.499924659729004,-2.125946521759033,8.37397813796997,6.25,-10.5,-2.125,8.375
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.8,preference_control,5.75,-9.75,5.7467803955078125,-9.749918937683104,5.7467803955078125,-9.749918937683104,-2.0015692710876465,7.748349666595459,5.75,-9.75,-2.0,7.75
qwen25_32b,43,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,4.75,-8.5,4.7413330078125,-8.499781608581543,4.7413330078125,-8.499781608581543,-1.8792243003845213,6.6205573081970215,4.75,-8.5,-1.875,6.625
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,-4.25,7.25,-4.25,7.244140625,-4.25,7.244140625,1.4970703125,-5.7470703125,-4.25,7.25,1.5,-5.75
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,-1.625,4.5,-1.6171875,4.4931640625,-1.6171875,4.4931640625,1.43798828125,-3.05517578125,-1.625,4.5,1.4375,-3.0625
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,-0.25,-0.5,-0.25,-0.50390625,-0.25,-0.50390625,-0.376953125,0.126953125,-0.25,-0.5,-0.375,0.125
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,0.75,-3.0,0.748046875,-2.9951171875,0.748046875,-2.9951171875,-1.12353515625,1.87158203125,0.75,-3.0,-1.125,1.875
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,1.25,-4.875,1.25,-4.8902587890625,1.25,-4.8902587890625,-1.82012939453125,3.07012939453125,1.25,-4.875,-1.8125,3.0625
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,2.5,-7.0,2.5029296875,-6.995513916015625,2.5029296875,-6.995513916015625,-2.2462921142578125,4.7492218017578125,2.5,-7.0,-2.25,4.75
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,5.5,-9.75,5.495025634765625,-9.748855590820312,5.495025634765625,-9.748855590820312,-2.126914978027344,7.621940612792969,5.5,-9.75,-2.125,7.625
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,8.5,-12.75,8.499679565429688,-12.749675750732422,8.499679565429688,-12.749675750732422,-2.124998092651367,10.624677658081056,8.5,-12.75,-2.125,10.625
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.6,preference_control,9.5,-14.625,9.499879360198976,-14.624881267547607,9.499879360198976,-14.624881267547607,-2.5625009536743164,12.062380313873293,9.5,-14.625,-2.5625,12.0625
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.8,preference_control,9.75,-13.75,9.749918937683104,-13.749943017959597,9.749918937683104,-13.749943017959597,-2.0000120401382446,11.74993097782135,9.75,-13.75,-2.0,11.75
qwen25_32b,43,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,10.0,-11.25,9.9999361038208,-11.249937534332275,9.9999361038208,-11.249937534332275,-0.6250007152557373,10.624936819076538,10.0,-11.25,-0.625,10.625
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,0.0,-1.75,-1.1920928955078125e-06,-1.752929925918579,-1.1920928955078125e-06,-1.752929925918579,-0.8764655590057373,0.8764643669128418,0.0,-1.75,-0.875,0.875
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,4.5,-4.75,4.485046148300171,-4.73980724811554,4.485046148300171,-4.73980724811554,-0.1273805499076843,4.612426698207855,4.5,-4.75,-0.125,4.625
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,8.0,-6.25,7.999141454696655,-6.247604489326477,7.999141454696655,-6.247604489326477,0.8757684826850891,7.123372972011566,8.0,-6.25,0.875,7.125
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,10.125,-6.125,10.1247079372406,-6.122528076171875,10.1247079372406,-6.122528076171875,2.001089930534363,8.123618006706238,10.125,-6.125,2.0,8.125
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,13.0,-6.5,12.999829053878784,-6.498306155204773,12.999829053878784,-6.498306155204773,3.2507614493370056,9.74906760454178,13.0,-6.5,3.25,9.75
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,15.125,-7.0,15.124841809272766,-6.998985290527344,15.124841809272766,-6.998985290527344,4.062928259372711,11.061913549900057,15.125,-7.0,4.0625,11.0625
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,18.375,-7.5,18.37490808963776,-7.499385714530945,18.37490808963776,-7.499385714530945,5.437761187553406,12.93714690208435,18.375,-7.5,5.4375,12.9375
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,20.375,-8.5,20.374953985214237,-8.499765396118164,20.374953985214237,-8.499765396118164,5.937594294548035,14.4373596906662,20.375,-8.5,5.9375,14.4375
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.6,preference_control,19.625,-9.0,19.624955654144287,-8.99985682964325,19.624955654144287,-8.99985682964325,5.312549412250519,14.312406241893768,19.625,-9.0,5.3125,14.3125
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.8,preference_control,16.75,-8.0,16.74991202354431,-7.999645113945007,16.74991202354431,-7.999645113945007,4.375133454799652,12.37477856874466,16.75,-8.0,4.375,12.375
qwen25_32b,43,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,14.375,-7.75,14.374924421310425,-7.7495574951171875,14.374924421310425,-7.7495574951171875,3.3126834630966187,11.062240958213806,14.375,-7.75,3.3125,11.0625
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,-2.5,-5.875,-2.49658203125,-5.8701171875,-2.49658203125,-5.8701171875,-4.183349609375,1.686767578125,-2.5,-5.875,-4.1875,1.6875
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,2.5,-7.75,2.4951171875,-7.737060546875,2.4951171875,-7.737060546875,-2.6209716796875,5.1160888671875,2.5,-7.75,-2.625,5.125
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,5.0,-7.25,4.9930419921875,-7.245819091796875,4.9930419921875,-7.245819091796875,-1.1263885498046875,6.119430541992188,5.0,-7.25,-1.125,6.125
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,5.5,-5.0,5.495880126953125,-4.991943359375,5.495880126953125,-4.991943359375,0.2519683837890625,5.243911743164063,5.5,-5.0,0.25,5.25
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,5.75,-4.75,5.746795654296875,-4.7408447265625,5.746795654296875,-4.7408447265625,0.5029754638671875,5.243820190429688,5.75,-4.75,0.5,5.25
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,6.5,-5.75,6.4984893798828125,-5.74652099609375,6.4984893798828125,-5.74652099609375,0.3759841918945312,6.122505187988281,6.5,-5.75,0.375,6.125
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,7.75,-7.25,7.749567031860352,-7.249156951904297,7.749567031860352,-7.249156951904297,0.2502050399780273,7.499361991882324,7.75,-7.25,0.25,7.5
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,9.75,-9.0,9.74994158744812,-8.999797821044922,9.74994158744812,-8.999797821044922,0.3750718832015991,9.37486970424652,9.75,-9.0,0.375,9.375
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.6,preference_control,10.75,-9.25,10.749978423118591,-9.249842643737791,10.749978423118591,-9.249842643737791,0.7500678896903992,9.999910533428192,10.75,-9.25,0.75,10.0
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.8,preference_control,10.25,-8.75,10.249964714050291,-8.749763488769531,10.249964714050291,-8.749763488769531,0.7501006126403809,9.499864101409912,10.25,-8.75,0.75,9.5
qwen25_32b,43,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,9.25,-7.5,9.249903678894045,-7.499382019042969,9.249903678894045,-7.499382019042969,0.8752608299255371,8.374642848968506,9.25,-7.5,0.875,8.375
qwen25_32b,43,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,-0.5,3.25,-0.5,3.2573245763778687,-0.5,3.2573245763778687,1.3786622881889343,-1.8786622881889343,-0.5,3.25,1.375,-1.875
qwen25_32b,43,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,2.25,1.75,2.255859375,1.7529298067092896,2.255859375,1.7529298067092896,2.0043945908546448,0.2514647841453552,2.25,1.75,2.0,0.25
qwen25_32b,43,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,4.75,2.25,4.7409669160842896,2.243164300918579,4.7409669160842896,2.243164300918579,3.4920656085014343,1.2489013075828552,4.75,2.25,3.5,1.25
qwen25_32b,43,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,6.25,3.25,6.2480164766311646,3.2431647777557373,6.2480164766311646,3.2431647777557373,4.745590627193451,1.5024258494377136,6.25,3.25,4.75,1.5
qwen25_32b,43,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,7.0,3.25,6.999061822891235,3.243166208267212,6.999061822891235,3.243166208267212,5.121114015579224,1.877947807312012,7.0,3.25,5.125,1.875
qwen25_32b,43,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,8.0,2.0,7.999655246734619,1.998052835464477,7.999655246734619,1.998052835464477,4.998854041099548,3.000801205635071,8.0,2.0,5.0,3.0
qwen25_32b,43,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,9.25,0.0,9.249900341033936,1.8715858459472656e-05,9.249900341033936,1.8715858459472656e-05,4.6249595284461975,4.624940812587738,9.25,0.0,4.625,4.625
qwen25_32b,43,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,11.0,-2.5,10.999983310699465,-2.499000310897827,10.999983310699465,-2.499000310897827,4.250491499900818,6.749491810798645,11.0,-2.5,4.25,6.75
