model_name,target_layer,pair_id,pair_class,domain,valence_status,opposition_status,alpha_norm,template_name,first_token_logit_diff_canonical_AB,first_token_logit_diff_canonical_BA,logprob_diff_canonical_AB,logprob_diff_canonical_BA,d_AB,d_BA,semantic_component,position_component,first_token_d_AB,first_token_d_BA,first_token_semantic_component,first_token_position_component
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,-3.75,1.0,-3.755859613418579,0.9980467557907104,-3.755859613418579,0.9980467557907104,-1.3789064288139343,-2.3769531846046448,-3.75,1.0,-1.375,-2.375
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,-2.25,-0.5,-2.2573243379592896,-0.5019532442092896,-2.2573243379592896,-0.5019532442092896,-1.3796387910842896,-0.877685546875,-2.25,-0.5,-1.375,-0.875
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,-0.5,-1.75,-0.5000001192092896,-1.7519532442092896,-0.5000001192092896,-1.7519532442092896,-1.1259766817092896,0.6259765625,-0.5,-1.75,-1.125,0.625
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,1.25,-3.75,1.2480467557907104,-3.7562257051467896,1.2480467557907104,-3.7562257051467896,-1.2540894746780396,2.50213623046875,1.25,-3.75,-1.25,2.5
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,2.75,-5.75,2.7502440214157104,-5.745087027549744,2.7502440214157104,-5.745087027549744,-1.4974215030670166,4.247665524482727,2.75,-5.75,-1.5,4.25
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,4.0,-7.625,4.0128173828125,-7.623001575469971,4.0128173828125,-7.623001575469971,-1.8050920963287356,5.817909479141235,4.0,-7.625,-1.8125,5.8125
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,7.375,-10.5,7.373985290527344,-10.498021602630615,7.373985290527344,-10.498021602630615,-1.5620181560516355,8.93600344657898,7.375,-10.5,-1.5625,8.9375
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,9.875,-11.25,9.873771667480469,-11.246709823608398,9.873771667480469,-11.246709823608398,-0.6864690780639648,10.560240745544434,9.875,-11.25,-0.6875,10.5625
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.6,preference_control,10.75,-11.125,10.74237060546875,-11.119140267372131,10.74237060546875,-11.119140267372131,-0.1883848309516906,10.93075543642044,10.75,-11.125,-0.1875,10.9375
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.8,preference_control,11.75,-11.875,11.7318115234375,-11.865682363510132,11.7318115234375,-11.865682363510132,-0.0669354200363159,11.798746943473816,11.75,-11.875,-0.0625,11.8125
qwen25_3b,26,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,13.125,-12.125,13.13891577720642,-12.106825113296509,13.13891577720642,-12.106825113296509,0.516045331954956,12.622870445251465,13.125,-12.125,0.5,12.625
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,-0.75,-7.875,-0.7461124658584595,-7.890512228012085,-0.7461124658584595,-7.890512228012085,-4.318312346935272,3.5721998810768127,-0.75,-7.875,-4.3125,3.5625
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,1.25,-8.875,1.2519378662109375,-8.862317681312561,1.2519378662109375,-8.862317681312561,-3.805189907550812,5.057127773761749,1.25,-8.875,-3.8125,5.0625
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,3.5,-10.0,3.4951043128967285,-9.992084622383118,3.4951043128967285,-9.992084622383118,-3.2484901547431946,6.743594467639923,3.5,-10.0,-3.25,6.75
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,5.75,-10.25,5.741443634033203,-10.24282431602478,5.741443634033203,-10.24282431602478,-2.250690340995789,7.992133975028992,5.75,-10.25,-2.25,8.0
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,8.625,-10.875,8.62405264377594,-10.867854833602903,8.62405264377594,-10.867854833602903,-1.1219010949134829,9.745953738689424,8.625,-10.875,-1.125,9.75
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,11.25,-11.375,11.24983775615692,-11.367316007614136,11.24983775615692,-11.367316007614136,-0.0587391257286071,11.308576881885529,11.25,-11.375,-0.0625,11.3125
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,15.375,-11.5,15.374955177307127,-11.48813772201538,15.374955177307127,-11.48813772201538,1.943408727645874,13.431546449661257,15.375,-11.5,1.9375,13.4375
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,17.625,-11.5,17.624977111816406,-11.48051404953003,17.624977111816406,-11.48051404953003,3.0722315311431885,14.552745580673218,17.625,-11.5,3.0625,14.5625
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.6,preference_control,18.25,-10.75,18.249975323677063,-10.722201108932495,18.249975323677063,-10.722201108932495,3.763887107372284,14.48608821630478,18.25,-10.75,3.75,14.5
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.8,preference_control,19.625,-10.0,19.624974370002747,-10.02346122264862,19.624974370002747,-10.02346122264862,4.800756573677063,14.824217796325684,19.625,-10.0,4.8125,14.8125
qwen25_3b,26,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,20.25,-9.875,20.24992597103119,-9.883319616317747,20.24992597103119,-9.883319616317747,5.18330317735672,15.066622793674467,20.25,-9.875,5.1875,15.0625
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,-8.5,3.75,-8.499225616455078,3.7421875,-8.499225616455078,3.7421875,-2.378519058227539,-6.120706558227539,-8.5,3.75,-2.375,-6.125
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,-6.25,1.75,-6.24749755859375,1.75390625,-6.24749755859375,1.75390625,-2.246795654296875,-4.000701904296875,-6.25,1.75,-2.25,-4.0
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,-4.0,-0.5,-4.0126953125,-0.501953125,-4.0126953125,-0.501953125,-2.25732421875,-1.75537109375,-4.0,-0.5,-2.25,-1.75
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,-1.75,-2.75,-1.7529296875,-2.75,-1.7529296875,-2.75,-2.25146484375,0.49853515625,-1.75,-2.75,-2.25,0.5
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.2,preference_control,0.75,-5.25,0.75390625,-5.244415283203125,0.75390625,-5.244415283203125,-2.2452545166015625,2.9991607666015625,0.75,-5.25,-2.25,3.0
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.0,preference_control,2.25,-7.0,2.24365234375,-6.998817443847656,2.24365234375,-6.998817443847656,-2.377582550048828,4.621234893798828,2.25,-7.0,-2.375,4.625
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.2,preference_control,5.25,-9.75,5.2447509765625,-9.749837875366213,5.2447509765625,-9.749837875366213,-2.2525434494018555,7.4972944259643555,5.25,-9.75,-2.25,7.5
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.4,preference_control,6.75,-11.25,6.748817443847656,-11.24989366531372,6.748817443847656,-11.24989366531372,-2.250538110733032,8.999355554580688,6.75,-11.25,-2.25,9.0
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.6,preference_control,7.75,-12.25,7.749359130859375,-12.24977207183838,7.749359130859375,-12.24977207183838,-2.250206470489502,9.999565601348875,7.75,-12.25,-2.25,10.0
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,0.8,preference_control,8.25,-12.25,8.247238159179688,-12.248977661132812,8.247238159179688,-12.248977661132812,-2.0008697509765625,10.24810791015625,8.25,-12.25,-2.0,10.25
qwen25_3b,26,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,1.0,preference_control,7.5,-11.75,7.5008544921875,-11.73876953125,7.5008544921875,-11.73876953125,-2.11895751953125,9.61981201171875,7.5,-11.75,-2.125,9.625
qwen25_3b,26,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-1.0,preference_control,-6.0,-1.5,-5.997494697570801,-1.5011444091796875,-5.997494697570801,-1.5011444091796875,-3.749319553375244,-2.2481751441955566,-6.0,-1.5,-3.75,-2.25
qwen25_3b,26,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.8,preference_control,-3.75,-2.75,-3.7423059940338135,-2.750055313110352,-3.7423059940338135,-2.750055313110352,-3.2461806535720825,-0.4961253404617309,-3.75,-2.75,-3.25,-0.5
qwen25_3b,26,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.6,preference_control,-1.75,-3.75,-1.7538989782333374,-3.7421045303344727,-1.7538989782333374,-3.7421045303344727,-2.748001754283905,0.9941027760505676,-1.75,-3.75,-2.75,1.0
qwen25_3b,26,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,-0.4,preference_control,0.75,-5.0,0.7539196014404297,-4.993131637573242,0.7539196014404297,-4.993131637573242,-2.1196060180664062,2.873525619506836,0.75,-5.0,-2.125,2.875
