"model_name","score_mode","component","pair_class","valence_status","opposition_status","estimate","SE","df","ci_low","ci_high","p_value","p_holm_across_models"
"gemma2_9b","sequence","position","valenced_nonopposite","valenced","nonopposite",1.12917846227579,0.050080688747716,204.999983238111,1.03043920104728,1.2279177235043,2.03197568009229e-57,1.4223829760646e-56
"gemma2_9b","sequence","position","neutral_opposite","neutral","opposite",1.34565732753993,0.0914344097417304,204.999982638979,1.1653849252493,1.52592972983056,6.18183440632746e-34,4.32728408442922e-33
"gemma2_9b","sequence","position","valenced_opposite","valenced","opposite",0.983457561553835,0.050080688747716,204.999983231487,0.884718300325303,1.08219682278237,5.39437192183579e-49,4.31549753746863e-48
"gemma2_9b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",0.0837644230209903,0.30982321733732,204.999984240185,-0.527084116713507,0.694612962755487,0.787153767730449,1
"gemma2_9b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",2.82771182803246,0.173196443743494,204.999987541759,2.48623711336439,3.16918654270052,6.09805443410417e-39,6.09805443410417e-39
"gemma2_9b","first_token","semantic","neutral_opposite","neutral","opposite",0.210331891246182,0.316211997059936,204.99998399413,-0.413112788955649,0.833776571448012,0.506695147989297,1
"gemma2_9b","first_token","semantic","valenced_opposite","valenced","opposite",2.98341133001475,0.173196443743494,204.999987581405,2.64193661534707,3.32488604468242,1.03642531817378e-41,1.03642531817378e-41
"gemma2_9b","first_token","position","neutral_nonopposite","neutral","nonopposite",1.45353373950183,0.088926736706772,205.000037501453,1.27820547442304,1.62886200458063,5.33830330891156e-39,3.20298198534693e-38
"gemma2_9b","first_token","position","valenced_nonopposite","valenced","nonopposite",1.12980679372119,0.0497115570733922,205.000038167464,1.03179531394976,1.22781827349262,6.32581114039711e-58,4.42806779827798e-57
"gemma2_9b","first_token","position","neutral_opposite","neutral","opposite",1.34565245745032,0.0907604705926743,205.000037482976,1.16670879622919,1.52459611867145,2.81938677970183e-34,1.97357074579128e-33
"gemma2_9b","first_token","position","valenced_opposite","valenced","opposite",0.983270709958636,0.0497115570733922,205.00003817163,0.885259230187217,1.08128218973006,2.0456334089187e-49,1.63650672713496e-48
