"model_name","score_mode","component","pair_class","valence_status","opposition_status","alpha_norm","mean","ci_low","ci_high","n_pairs"
"qwen25_7b","first_token","position","valenced_opposite","valenced","opposite",0.4,4.98671875,4.192939453125,5.746904296875,80
"qwen25_7b","first_token","position","neutral_nonopposite","neutral","nonopposite",0.6,11.8175,10.8999375,12.775125,25
"qwen25_7b","first_token","position","neutral_opposite","neutral","opposite",0.6,9.94270833333333,8.18229166666667,11.6380859375,24
"qwen25_7b","first_token","position","valenced_nonopposite","valenced","nonopposite",0.6,5.16653481012658,4.37379351265823,5.97633504746835,79
"qwen25_7b","first_token","position","valenced_opposite","valenced","opposite",0.6,5.1765625,4.422626953125,5.92734375,80
"qwen25_7b","first_token","position","neutral_nonopposite","neutral","nonopposite",0.8,11.9425,10.9775,12.925,25
"qwen25_7b","first_token","position","neutral_opposite","neutral","opposite",0.8,9.99609375,8.16119791666667,11.6927734375,24
"qwen25_7b","first_token","position","valenced_nonopposite","valenced","nonopposite",0.8,5.6748417721519,4.9003065664557,6.45927610759494,79
"qwen25_7b","first_token","position","valenced_opposite","valenced","opposite",0.8,5.528515625,4.7453125,6.31015625,80
"qwen25_7b","first_token","position","neutral_nonopposite","neutral","nonopposite",1,11.0925,10.0875,12.147625,25
"qwen25_7b","first_token","position","neutral_opposite","neutral","opposite",1,9.48697916666667,7.4712890625,11.3515625,24
"qwen25_7b","first_token","position","valenced_nonopposite","valenced","nonopposite",1,6.35324367088608,5.60360957278481,7.16892800632911,79
"qwen25_7b","first_token","position","valenced_opposite","valenced","opposite",1,6.195703125,5.453876953125,7.00509765625,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",-1,-0.51660153388977,-2.44438381409645,1.08811383193731,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",-1,-0.870492905378342,-3.05820331169913,1.38034088015556,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",-1,-15.6700921624522,-17.4026128835316,-13.7859423227891,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",-1,-15.4030937045813,-16.7966457142122,-13.8642913369276,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",-0.8,-0.623183574676514,-2.54455321002006,1.05365258550644,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",-0.8,-0.976534930368265,-3.45022146037469,1.47513832344363,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",-0.8,-17.2695577929292,-19.0909099652043,-15.2589260122067,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",-0.8,-16.3805206350982,-17.9260720948502,-14.7333337966166,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",-0.6,-0.615280032157898,-2.64410836935043,1.14762023448944,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",-0.6,-1.12567336857319,-3.93644234308352,1.71748610821863,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",-0.6,-18.5438992154749,-20.4089618008348,-16.5944581412251,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",-0.6,-17.0283046528697,-18.7107307674177,-15.3230135190487,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",-0.4,-0.638726990222931,-2.53588028544188,1.12502961987257,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",-0.4,-1.25128853817781,-4.30672205941131,1.89952555342267,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",-0.4,-18.1462946134278,-20.102739348272,-16.0844367128007,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",-0.4,-16.323572088033,-18.0727736171149,-14.5113013853319,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",-0.2,-0.414033718109131,-2.04058706599474,1.11485643064976,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",-0.2,-1.15403188019991,-3.68818466328084,1.49388136714696,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",-0.2,-14.179834174959,-16.3330633702535,-11.8801651334084,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",-0.2,-12.9768882341683,-14.7491135777161,-11.1164364507422,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",0,-0.137296950817108,-1.40835261160135,1.15979179644584,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",0,-0.843097227315108,-2.499021253859,0.835690266701081,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",0,-6.29865125991121,-8.30717957074506,-4.32158448562215,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",0,-6.58782801702619,-8.4041698249802,-4.82157428409905,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",0.2,-0.120837557315826,-1.42617569279671,1.09353334414959,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",0.2,-0.293666283289591,-1.43765977906684,0.794475285274286,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",0.2,2.47391542980943,1.09834714145223,3.76850001255545,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",0.2,1.5642666362226,0.255388727225363,2.91278590807691,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",0.4,-0.21251900434494,-1.5099472925663,0.970654551744461,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",0.4,-0.0895344813664754,-1.26913680322468,1.08449624180794,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",0.4,5.62834524881991,4.72537395948473,6.50230464499585,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",0.4,5.2608315102756,4.43480660472065,6.0898921049945,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",0.6,-0.265161955356598,-1.50032043004036,0.934552882492542,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",0.6,-0.0413912783066432,-1.36366378534585,1.3518483047684,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",0.6,6.72363642122172,6.00436740613814,7.46141469446541,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",0.6,6.62482931092381,5.93089847061783,7.30882895000279,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",0.8,-0.329268035888672,-1.50363880437613,0.821477642118929,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",0.8,-0.0829233676195145,-1.48802829341342,1.38506068879117,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",0.8,7.10398511117018,6.45280847828599,7.76322222180382,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",0.8,7.11377336233854,6.44212936487049,7.79792297797277,80
"qwen25_14b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",1,-0.515532641410828,-1.669341612041,0.631488576054572,25
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",1,-0.0178427497545878,-1.334487174203,1.370048674196,24
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",1,6.94848057439056,6.3332303668502,7.58378264226868,79
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",1,6.974138597399,6.32704537367448,7.64282129589468,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",-1,1.8366405916214,0.43446724665165,3.14584521257877,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",-1,3.24268169204394,0.966502460030218,5.38968101603289,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",-1,4.62580814165405,3.83297004861922,5.45216001236363,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",-1,3.70898198634386,2.98545249259099,4.46667483273893,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",-0.8,0.508164043426514,-0.849379169464111,1.82055528110266,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",-0.8,0.856531364222368,-1.42637565309803,3.07432750767718,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",-0.8,2.64463080786452,1.81014106283082,3.51271688594848,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",-0.8,2.04048088863492,1.27996221637353,2.86860913254321,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",-0.6,-0.273219499588013,-1.68794425404072,1.0848201777935,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",-0.6,-1.56661049524943,-3.96556086825828,0.735455724100272,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",-0.6,1.03718438555923,0.124285331500482,1.95278274454648,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",-0.6,0.867185272276402,0.00279839770868421,1.74876537214965,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",-0.4,-0.602337071895599,-2.17154559600353,0.887126285493374,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",-0.4,-3.30180597305298,-5.64788537683586,-1.06107415923228,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",-0.4,0.223154392423509,-0.743293500172941,1.18468071967363,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",-0.4,0.538399713486433,-0.421165435537696,1.46563134323805,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",-0.2,0.156823139190674,-1.43992458498478,1.6210396604538,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",-0.2,-3.80050615221262,-5.77740683946759,-1.82477908711881,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",-0.2,-0.321945167040523,-1.28241057405366,0.634907061352005,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",-0.2,0.388555558770895,-0.543621020168066,1.29894481383264,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",0,2.78129249334335,1.28993276804686,4.16235262143612,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",0,-2.0170565272371,-3.39294496377309,-0.554122379484276,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",0,-0.878022024148627,-1.66342470544048,-0.071308420353298,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",0,0.0619976319372654,-0.631055013481528,0.782308865226805,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",0.2,5.93819616556168,4.75189657330513,7.07810008776188,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",0.2,1.3818849871556,0.469940748314063,2.36295745043705,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",0.2,-0.332927040661438,-0.899966499152817,0.254654755641388,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",0.2,0.715605027228594,0.198818370439112,1.24097744241357,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",0.4,7.69107378721237,6.72094773483276,8.62935492134094,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",0.4,4.0165373335282,3.0048599537462,5.09004442735265,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",0.4,1.32417690225794,0.804666300646112,1.84770685191019,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",0.4,2.35555677339435,1.88984844883904,2.8491948636435,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",0.6,8.96973095655441,8.11198770987988,9.75607166904211,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",0.6,6.19257495800654,5.02607869400332,7.37312261710564,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",0.6,2.95010382389721,2.43237043558797,3.43633402748198,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",0.6,3.87347485497594,3.38371427016333,4.38332909911871,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",0.8,10.0137097406387,9.22322035241127,10.7599049358368,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",0.8,7.50184214115143,6.25988130426655,8.73298603898535,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",0.8,4.15684579369388,3.60278797540106,4.68555687648963,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",0.8,4.88036096543074,4.3482563325949,5.40282543146983,80
"qwen25_14b","sequence","position","neutral_nonopposite","neutral","nonopposite",1,10.70819876194,9.94555632209778,11.4921401443481,25
"qwen25_14b","sequence","position","neutral_opposite","neutral","opposite",1,7.84791578849157,6.68941716098537,8.988645651564,24
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",1,4.83301731755462,4.28687348312969,5.37416502388218,79
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",1,5.33751728609204,4.81273502921686,5.8780851293914,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",-1,-0.52,-2.4305,1.15,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",-1,-0.880208333333333,-3.16842447916667,1.31266276041666,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",-1,-15.6647547468354,-17.4533771756329,-13.783203125,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",-1,-15.394140625,-16.8250390625,-13.9170703125,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",-0.8,-0.6225,-2.6025625,1.0550625,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",-0.8,-0.993489583333333,-3.50400390625,1.43258463541666,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",-0.8,-17.259295886076,-19.1543067642405,-15.2933148734177,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",-0.8,-16.371484375,-17.881923828125,-14.774912109375,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",-0.6,-0.615,-2.695,1.1750625,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",-0.6,-1.125,-3.97141927083333,1.71614583333333,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",-0.6,-18.5284810126582,-20.422616693038,-16.5386372626582,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",-0.6,-17.01328125,-18.631650390625,-15.2851171875,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",-0.4,-0.64,-2.6000625,1.1025625,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",-0.4,-1.25651041666667,-4.34381510416667,1.73587239583333,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",-0.4,-18.1335047468354,-20.1097755142405,-16.0054341376582,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",-0.4,-16.276171875,-17.9922265625,-14.489384765625,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",-0.2,-0.4125,-1.9525,1.0825,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",-0.2,-1.171875,-3.7970703125,1.44029947916666,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",-0.2,-14.2013449367089,-16.3247923259494,-12.0167227056962,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",-0.2,-12.9671875,-14.699697265625,-11.06951171875,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",0,-0.1375,-1.4025,1.135,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",0,-0.8515625,-2.58600260416667,0.836197916666663,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",0,-6.30300632911392,-8.38943829113924,-4.28401898734177,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",0,-6.575,-8.37693359375,-4.681875,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",0.2,-0.12,-1.400125,1.065,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",0.2,-0.294270833333333,-1.4037109375,0.786523437499999,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",0.2,2.47626582278481,1.08061708860759,3.76742484177215,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",0.2,1.56796875,0.25310546875,2.8532421875,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",0.4,-0.2125,-1.522625,1.002625,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",0.4,-0.0833333333333333,-1.25013020833333,1.073046875,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",0.4,5.62816455696202,4.76894778481013,6.4699960443038,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",0.4,5.26328125,4.44607421875,6.08283203125,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",0.6,-0.265,-1.5000625,0.907562499999999,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",0.6,-0.0416666666666667,-1.3646484375,1.34635416666667,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",0.6,6.72626582278481,6.00941455696202,7.42958860759494,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",0.6,6.6140625,5.91166015625,7.287578125,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",0.8,-0.33,-1.5350625,0.8425,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",0.8,-0.0885416666666667,-1.48697916666667,1.30475260416667,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",0.8,7.10205696202532,6.44139636075949,7.79115901898734,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",0.8,7.109375,6.44138671875,7.79298828125,80
"qwen25_14b","first_token","semantic","neutral_nonopposite","neutral","nonopposite",1,-0.515,-1.6725625,0.630062499999999,25
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",1,-0.0182291666666667,-1.32291666666667,1.34641927083333,24
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",1,6.94897151898734,6.35205696202532,7.56250988924051,79
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",1,6.97109375,6.30935546875,7.62501953125,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",-1,1.835,0.4024375,3.120125,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",-1,3.23958333333333,0.971126302083333,5.33987630208333,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",-1,4.62519778481013,3.85337717563291,5.42691851265823,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",-1,3.716796875,2.98123046875,4.4984375,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",-0.8,0.5075,-0.8650625,1.83,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",-0.8,0.845052083333333,-1.3841796875,2.9857421875,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",-0.8,2.6524920886076,1.80636867088608,3.51387954905063,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",-0.8,2.055859375,1.27224609375,2.88359375,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",-0.6,-0.275,-1.6425625,1.1303125,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",-0.6,-1.578125,-3.93756510416667,0.703190104166666,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",-0.6,1.04746835443038,0.115882120253165,1.98509691455696,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",-0.6,0.89375,-0.00745117187499999,1.75861328125,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",-0.4,-0.605,-2.1901875,0.922562499999999,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",-0.4,-3.29817708333333,-5.57705078125,-1.01813151041667,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",-0.4,0.23318829113924,-0.731635680379747,1.20986946202532,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",-0.4,0.566015625,-0.377412109375,1.489072265625,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",-0.2,0.1575,-1.4475625,1.680125,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",-0.2,-3.80729166666667,-5.807421875,-1.85403645833334,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",-0.2,-0.326344936708861,-1.23778678797468,0.63173457278481,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",-0.2,0.3859375,-0.52265625,1.29146484375,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",0,2.7825,1.33225,4.2000625,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",0,-2.0234375,-3.40891927083333,-0.609244791666669,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",0,-0.89003164556962,-1.65664556962025,-0.127333860759494,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",0,0.0625,-0.63830078125,0.78986328125,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",0.2,5.94,4.735,7.075,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",0.2,1.3828125,0.489453125,2.42194010416667,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",0.2,-0.332278481012658,-0.907456487341772,0.231823575949367,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",0.2,0.71953125,0.185859375,1.25787109375,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",0.4,7.6925,6.7325,8.6075,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",0.4,4.02083333333333,2.98958333333333,5.046875,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",0.4,1.32594936708861,0.832278481012658,1.82043117088608,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",0.4,2.36015625,1.88671875,2.84296875,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",0.6,8.97,8.11,9.7825,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",0.6,6.19270833333333,4.98430989583333,7.41673177083333,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",0.6,2.95094936708861,2.45721914556962,3.45808939873418,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",0.6,3.8765625,3.38203125,4.37580078125,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",0.8,10.015,9.2349375,10.77,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",0.8,7.5,6.27076822916667,8.7240234375,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",0.8,4.15268987341772,3.58935917721519,4.7073378164557,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",0.8,4.878125,4.36091796875,5.4171875,80
"qwen25_14b","first_token","position","neutral_nonopposite","neutral","nonopposite",1,10.71,9.95,11.4725,25
"qwen25_14b","first_token","position","neutral_opposite","neutral","opposite",1,7.84635416666667,6.67447916666667,9.01829427083333,24
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",1,4.82555379746835,4.25543908227848,5.3809335443038,79
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",1,5.33671875,4.79763671875,5.89380859375,80
"qwen25_32b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",-1,-0.498422284126282,-2.37402228325605,1.40647914618254,25
"qwen25_32b","sequence","semantic","neutral_opposite","neutral","opposite",-1,1.71395360678434,-1.02277624135216,4.48508631673952,24
"qwen25_32b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",-1,-16.5382130945785,-17.6269439783655,-15.4239660105373,79
"qwen25_32b","sequence","semantic","valenced_opposite","valenced","opposite",-1,-17.2441929385066,-18.0936576094106,-16.3357615854405,80
"qwen25_32b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",-0.8,-0.545424485206604,-2.4080242574811,1.40893462222814,25
"qwen25_32b","sequence","semantic","neutral_opposite","neutral","opposite",-0.8,1.91224396725496,-0.916875337374707,4.77578489364435,24
"qwen25_32b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",-0.8,-17.1224849110917,-18.3589580772232,-15.8041200030076,79
"qwen25_32b","sequence","semantic","valenced_opposite","valenced","opposite",-0.8,-17.7620720691979,-18.7640152513795,-16.750995661132,80
"qwen25_32b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",-0.6,-0.371163880825043,-1.9999818944931,1.33559294617176,25
"qwen25_32b","sequence","semantic","neutral_opposite","neutral","opposite",-0.6,2.04897429794073,-0.593686372538407,4.68531417418271,24
"qwen25_32b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",-0.6,-16.7556154184704,-18.1964197325556,-15.2530001956451,79
"qwen25_32b","sequence","semantic","valenced_opposite","valenced","opposite",-0.6,-17.2122229449451,-18.4284339610487,-16.0069874449074,80
"qwen25_32b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",-0.4,-0.290377254486084,-1.67791214030981,1.15236390769482,25
"qwen25_32b","sequence","semantic","neutral_opposite","neutral","opposite",-0.4,2.08815093835195,-0.284579924307764,4.41540813464671,24
"qwen25_32b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",-0.4,-15.4575976389873,-17.1086928546429,-13.6790620895126,79
"qwen25_32b","sequence","semantic","valenced_opposite","valenced","opposite",-0.4,-15.9225933015347,-17.2824104074202,-14.5016886889376,80
"qwen25_32b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",-0.2,-0.172370402812958,-1.4397271156311,1.08971815377474,25
"qwen25_32b","sequence","semantic","neutral_opposite","neutral","opposite",-0.2,1.90778503318628,-0.0244085632885495,3.88978185250113,24
"qwen25_32b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",-0.2,-13.3515359133105,-15.2239873458313,-11.4630045593728,79
"qwen25_32b","sequence","semantic","valenced_opposite","valenced","opposite",-0.2,-14.1343741059303,-15.6478559750877,-12.4447498391569,80
"qwen25_32b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",0,-0.137768292427063,-1.30318267905712,1.1026286200881,25
"qwen25_32b","sequence","semantic","neutral_opposite","neutral","opposite",0,1.92715602616469,0.429983602836728,3.4899788585181,24
"qwen25_32b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",0,-9.76593315903145,-11.7212911088444,-7.83335997426435,79
"qwen25_32b","sequence","semantic","valenced_opposite","valenced","opposite",0,-11.3281760908663,-13.1612181719393,-9.55287828633562,80
"qwen25_32b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",0.2,-0.202663986682892,-1.43032869154215,1.07956719535589,25
"qwen25_32b","sequence","semantic","neutral_opposite","neutral","opposite",0.2,1.88716693967581,0.532560114686688,3.29741409172614,24
"qwen25_32b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",0.2,-3.12937163552151,-4.93016047243831,-1.3767499295028,79
"qwen25_32b","sequence","semantic","valenced_opposite","valenced","opposite",0.2,-5.29726297706366,-7.09161996070296,-3.49450779523701,80
"qwen25_32b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",0.4,-0.407614450454712,-1.68082379305363,0.945493737399577,25
"qwen25_32b","sequence","semantic","neutral_opposite","neutral","opposite",0.4,1.67521640658379,0.019666435321172,3.34426698324581,24
