"model_name","target_layer","score_mode","component","pair_id","pair_class","valence_status","opposition_status","slope","std_error","t_value","p_value","p_fdr_within_model_component","abs_slope"
"qwen25_3b",26,"sequence","semantic","neutral_opposite::neutral::021","neutral_opposite","neutral","opposite",3.58538974610505,0.419298191231356,8.55093062904902,1.29521623408344e-05,3.6904791327309e-05,3.58538974610505
"qwen25_3b",26,"sequence","semantic","neutral_opposite::neutral::022","neutral_opposite","neutral","opposite",-1.65691109042505,0.535418912406471,-3.09460695547337,0.0128336720975592,0.0137598133829501,1.65691109042505
"qwen25_3b",26,"sequence","semantic","neutral_opposite::neutral::023","neutral_opposite","neutral","opposite",0.510528220985908,0.409906933732993,1.24547349403574,0.244406271244062,0.250426130141699,0.510528220985908
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::000","valenced_nonopposite","valenced","nonopposite",8.39751473444854,1.06557553069333,7.88073157890985,2.49520715343009e-05,4.86741076638036e-05,8.39751473444854
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::001","valenced_nonopposite","valenced","nonopposite",7.78577985052705,0.744321133908596,10.460242892261,2.45741362473331e-06,1.92578282581755e-05,7.78577985052705
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::002","valenced_nonopposite","valenced","nonopposite",8.58933985530498,0.730743125650776,11.7542533809752,9.18218546148105e-07,1.31511569393568e-05,8.58933985530498
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::003","valenced_nonopposite","valenced","nonopposite",6.69561777468291,0.923093087400137,7.25345890471448,4.79838599921587e-05,7.50424276569099e-05,6.69561777468291
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::004","valenced_nonopposite","valenced","nonopposite",5.18569868346844,0.571392196072699,9.07555041722806,7.97328162467079e-06,3.01535014169368e-05,5.18569868346844
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::005","valenced_nonopposite","valenced","nonopposite",3.98709323071156,0.475764253596739,8.38039680486598,1.52433575026266e-05,3.96327295068292e-05,3.98709323071156
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::006","valenced_nonopposite","valenced","nonopposite",5.18220443794432,0.647116810956317,8.00814373881895,2.19555966536844e-05,4.59480973855426e-05,5.18220443794432
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::007","valenced_nonopposite","valenced","nonopposite",8.23948281562384,0.992306818069911,8.30336209081992,1.6421449208099e-05,4.07830722286988e-05,8.23948281562384
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::008","valenced_nonopposite","valenced","nonopposite",7.60756963446288,0.744133965200722,10.2233871725111,2.97629255446816e-06,2.13472017699785e-05,7.60756963446288
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::009","valenced_nonopposite","valenced","nonopposite",3.64857446068452,0.434655410897682,8.39417701748889,1.50425720131275e-05,3.96327295068292e-05,3.64857446068452
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::010","valenced_nonopposite","valenced","nonopposite",5.6275747278242,0.503031842628645,11.1873131100742,1.39605602696024e-06,1.38276025527491e-05,5.6275747278242
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::011","valenced_nonopposite","valenced","nonopposite",4.26485065456119,0.859176585521295,4.96388137948795,0.00077638311320946,0.000887294986525097,4.26485065456119
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::012","valenced_nonopposite","valenced","nonopposite",5.29667027522035,0.507241922913881,10.4420988012846,2.49341099732571e-06,1.92578282581755e-05,5.29667027522035
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::013","valenced_nonopposite","valenced","nonopposite",7.44078782055329,0.902558203719271,8.24410856816903,1.73956927336143e-05,4.20692294580505e-05,7.44078782055329
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::014","valenced_nonopposite","valenced","nonopposite",6.30057057206659,0.9173021874849,6.86858775442559,7.31936383379025e-05,0.000100810838187253,6.30057057206659
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::015","valenced_nonopposite","valenced","nonopposite",6.24976573060617,0.621702211014737,10.0526676918285,3.42509687784766e-06,2.30912332814092e-05,6.24976573060617
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::016","valenced_nonopposite","valenced","nonopposite",6.13522549087955,0.787635867133672,7.7894186220932,2.73750140839952e-05,5.17636629951909e-05,6.13522549087955
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::017","valenced_nonopposite","valenced","nonopposite",5.79219365301958,0.668153947741593,8.6689507299891,1.15890038470174e-05,3.58433100292698e-05,5.79219365301958
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::018","valenced_nonopposite","valenced","nonopposite",5.45470295655836,0.67826437221718,8.04214872547038,2.12242641276597e-05,4.50474177403389e-05,5.45470295655836
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::affective::019","valenced_nonopposite","valenced","nonopposite",4.33945433497881,0.450123733004661,9.64058105981689,4.84862720175285e-06,2.92931414197549e-05,4.33945433497881
"qwen25_3b",26,"sequence","semantic","valenced_nonopposite::deontic::000","valenced_nonopposite","valenced","nonopposite",5.10462738912963,0.626913496129809,8.14247487196011,1.92179358219329e-05,4.34492462061092e-05,5.10462738912963
