"model_name","target_layer","score_mode","component","pair_id","pair_class","valence_status","opposition_status","slope","std_error","t_value","p_value","p_fdr_within_model_component","abs_slope"
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::005","neutral_nonopposite","neutral","nonopposite",5.10276622436261,0.258118301156859,19.7690989034584,1.00584810755534e-08,3.06641163144592e-07,5.10276622436261
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::006","neutral_nonopposite","neutral","nonopposite",3.92589584515222,0.319113332509483,12.3025127602137,6.22671666888885e-07,2.75215498177105e-06,3.92589584515222
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::007","neutral_nonopposite","neutral","nonopposite",5.53398590529466,0.450868970192925,12.274044725071,6.35112688101012e-07,2.75215498177105e-06,5.53398590529466
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::008","neutral_nonopposite","neutral","nonopposite",5.20338414991342,0.189738323258986,27.4240019651222,5.52785615033717e-10,5.74897039635066e-08,5.20338414991342
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::009","neutral_nonopposite","neutral","nonopposite",5.81607544657105,0.614819227969334,9.45981384769108,5.66962863615837e-06,1.5516878372644e-05,5.81607544657105
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::010","neutral_nonopposite","neutral","nonopposite",6.67132781375295,0.374976564159019,17.7913193820929,2.54200444110645e-08,5.28736923750141e-07,6.67132781375295
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::011","neutral_nonopposite","neutral","nonopposite",6.89592139757173,0.364993128606842,18.8932910158968,1.49918345419631e-08,3.76596784809317e-07,6.89592139757173
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::012","neutral_nonopposite","neutral","nonopposite",4.81348968840403,0.319621001134768,15.0599919007651,1.08965959716401e-07,1.13324598105057e-06,4.81348968840403
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::013","neutral_nonopposite","neutral","nonopposite",6.57070988820214,0.379058142220497,17.3343061560724,3.19350967524107e-08,5.53541677041785e-07,6.57070988820214
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::014","neutral_nonopposite","neutral","nonopposite",6.2760431062319,0.432420416702832,14.5137529677396,1.50141350692499e-07,1.36405420273445e-06,6.2760431062319
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::015","neutral_nonopposite","neutral","nonopposite",5.91130312611021,0.417887330433263,14.1456863982486,1.87527867370151e-07,1.50022293896121e-06,5.91130312611021
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::016","neutral_nonopposite","neutral","nonopposite",8.03146655735946,0.42914343059406,18.715110111884,1.62950531888647e-08,3.76596784809317e-07,8.03146655735946
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::017","neutral_nonopposite","neutral","nonopposite",4.84223766713283,0.230901429275183,20.9710164304005,5.97446173281092e-09,2.88212884930506e-07,4.84223766713283
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::018","neutral_nonopposite","neutral","nonopposite",6.77014899063321,0.581823607140109,11.6360850738098,1.00050860679975e-06,3.85381092989532e-06,6.77014899063321
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::019","neutral_nonopposite","neutral","nonopposite",7.27323861838727,0.580286464278141,12.5338760528129,5.30993312145287e-07,2.48597542681674e-06,7.27323861838727
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::020","neutral_nonopposite","neutral","nonopposite",5.51601841858916,0.418496327163576,13.1805658988093,3.4490289407702e-07,1.99200004014003e-06,5.51601841858916
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::021","neutral_nonopposite","neutral","nonopposite",6.52040092542673,0.494452045615369,13.187124986634,3.43430877911246e-07,1.99200004014003e-06,6.52040092542673
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::022","neutral_nonopposite","neutral","nonopposite",5.75678274044289,0.546999075849966,10.5243006699739,2.33483566781177e-06,7.35826998340678e-06,5.75678274044289
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::023","neutral_nonopposite","neutral","nonopposite",6.39462851848822,0.480784265057717,13.3004113970339,3.19072498195878e-07,1.95197293013949e-06,6.39462851848822
"qwen25_3b",26,"first_token","position","neutral_nonopposite::neutral::024","neutral_nonopposite","neutral","nonopposite",4.73982299291147,0.352138293019189,13.4601180470117,2.87916664873675e-07,1.90214828407058e-06,4.73982299291147
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::000","neutral_opposite","neutral","opposite",3.80012343821371,0.472610935932597,8.04070145079265,2.12548395603674e-05,3.91239524651011e-05,3.80012343821371
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::001","neutral_opposite","neutral","opposite",2.23695209483502,0.37551378562045,5.95704387027755,0.000213479020982305,0.000267491785327225,2.23695209483502
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::002","neutral_opposite","neutral","opposite",5.90950637743966,0.799838882349495,7.38837096801386,4.15432609672014e-05,6.75077990717022e-05,5.90950637743966
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::003","neutral_opposite","neutral","opposite",2.03751299240394,0.129515546786879,15.7318024202664,7.45396034445444e-08,9.34046217942713e-07,2.03751299240394
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::004","neutral_opposite","neutral","opposite",4.05885524677294,0.302116876165658,13.4347187031928,2.9263819754932e-07,1.90214828407058e-06,4.05885524677294
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::005","neutral_opposite","neutral","opposite",6.73241726855166,0.568715342943513,11.8379385259883,8.64469300963917e-07,3.45787720385567e-06,6.73241726855166
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::006","neutral_opposite","neutral","opposite",2.68973275981367,0.196961501869145,13.6561344947535,2.54188673422277e-07,1.90214828407058e-06,2.68973275981367
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::007","neutral_opposite","neutral","opposite",5.37407527361569,0.421969951988389,12.7356823591163,4.63115458039354e-07,2.29352417314728e-06,5.37407527361569
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::008","neutral_opposite","neutral","opposite",5.25908335870048,0.337456740587111,15.5844667661718,8.09061196213249e-08,9.34046217942713e-07,5.25908335870048
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::009","neutral_opposite","neutral","opposite",3.62763556584088,0.22426913615473,16.1753669186922,5.84902152034474e-08,8.68997483022647e-07,3.62763556584088
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::010","neutral_opposite","neutral","opposite",1.54161035933209,0.0889062841679633,17.339723212587,3.18477859505364e-08,5.53541677041785e-07,1.54161035933209
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::011","neutral_opposite","neutral","opposite",3.17485490086223,0.241632080502204,13.1392110445917,3.54346160986447e-07,1.99200004014003e-06,3.17485490086223
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::012","neutral_opposite","neutral","opposite",4.48288793302279,0.489265436619179,9.16248644907254,7.37372637929129e-06,1.9069648371528e-05,4.48288793302279
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::013","neutral_opposite","neutral","opposite",5.95801859154451,0.360438113424226,16.5299350142033,4.83994611940111e-08,7.74391379104177e-07,5.95801859154451
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::014","neutral_opposite","neutral","opposite",5.3920427603212,0.643777553191762,8.37563026792124,1.53134924749908e-05,3.1227514066648e-05,5.3920427603212
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::015","neutral_opposite","neutral","opposite",2.20640736743566,0.36712929429941,6.00989188739661,0.000200058871417605,0.000256865711449765,2.20640736743566
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::016","neutral_opposite","neutral","opposite",6.56711639086104,0.413935175535318,15.8650841460095,6.92557585737639e-08,9.34046217942713e-07,6.56711639086104
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::017","neutral_opposite","neutral","opposite",4.83864416979173,0.3722595573391,12.998038799536,3.88801472743964e-07,2.02176765826861e-06,4.83864416979173
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::018","neutral_opposite","neutral","opposite",4.33375779336712,0.338679578287961,12.7960410700711,4.44721946939778e-07,2.25615036496278e-06,4.33375779336712
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::019","neutral_opposite","neutral","opposite",3.97261131058653,0.303786343795714,13.0769910883748,3.69097221194403e-07,2.00019189494886e-06,3.97261131058653
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::020","neutral_opposite","neutral","opposite",3.22516386363764,0.278347885459475,11.5868092847689,1.03720265876466e-06,3.92251187314634e-06,3.22516386363764
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::021","neutral_opposite","neutral","opposite",3.21528174594961,0.260418216248833,12.346608437243,6.03929405794078e-07,2.73081122619931e-06,3.21528174594961
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::022","neutral_opposite","neutral","opposite",2.39865947518454,0.294137385481867,8.15489493542266,1.89844001225861e-05,3.52567430848028e-05,2.39865947518454
"qwen25_3b",26,"first_token","position","neutral_opposite::neutral::023","neutral_opposite","neutral","opposite",7.63079160382676,0.387120007559058,19.711695223251,1.03196545289045e-08,3.06641163144592e-07,7.63079160382676
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::000","valenced_nonopposite","valenced","nonopposite",3.2988305591302,0.660413163385482,4.99510116094502,0.000743926719865557,0.000845556053180524,3.2988305591302
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::001","valenced_nonopposite","valenced","nonopposite",2.48759853437677,0.367411916967588,6.77059839242019,8.17215516975089e-05,0.000118042241340846,2.48759853437677
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::002","valenced_nonopposite","valenced","nonopposite",2.68254576513147,0.639004879028639,4.19800513762782,0.00231351649573615,0.00251943157650848,2.68254576513147
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::003","valenced_nonopposite","valenced","nonopposite",7.21753940960022,0.842561678074101,8.5661852389226,1.27664381194545e-05,2.73754549365622e-05,7.21753940960022
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::004","valenced_nonopposite","valenced","nonopposite",4.45324157995871,0.508917673644746,8.75041644371607,1.07403182009292e-05,2.51009683796996e-05,4.45324157995871
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::005","valenced_nonopposite","valenced","nonopposite",4.36609926943703,0.58615511913781,7.4487096109631,3.89744837313217e-05,6.43388302866264e-05,4.36609926943703
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::006","valenced_nonopposite","valenced","nonopposite",2.77058644998843,0.45334279027164,6.11146026680674,0.000176770815619255,0.000232710947144336,2.77058644998843
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::007","valenced_nonopposite","valenced","nonopposite",3.33296878387065,0.543285024111877,6.13484384061414,0.000171837882136867,0.000228309987265876,3.33296878387065
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::008","valenced_nonopposite","valenced","nonopposite",2.72387098455413,0.312496556454856,8.71648320050407,1.10852244558589e-05,2.55652742703024e-05,2.72387098455413
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::009","valenced_nonopposite","valenced","nonopposite",6.72523027386946,0.47197144498436,14.2492312730748,1.76062753078596e-07,1.46484210561392e-06,6.72523027386946
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::010","valenced_nonopposite","valenced","nonopposite",3.14251342479233,0.365141986390195,8.60627794644849,1.22921178938203e-05,2.69264214983215e-05,3.14251342479233
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::011","valenced_nonopposite","valenced","nonopposite",4.08760322550174,0.405415854446679,10.0824947536415,3.34158371919494e-06,9.92927733703639e-06,4.08760322550174
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::012","valenced_nonopposite","valenced","nonopposite",3.38866799265771,0.415495944824121,8.15571856926816,1.89690237768465e-05,3.52567430848028e-05,3.38866799265771
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::013","valenced_nonopposite","valenced","nonopposite",2.18304963471851,0.483958033525592,4.51082425229144,0.00146597354690231,0.00164822971759827,2.18304963471851
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::014","valenced_nonopposite","valenced","nonopposite",3.70130226133344,0.614103824939501,6.02716041004643,0.000195874806394013,0.000253055650496613,3.70130226133344
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::015","valenced_nonopposite","valenced","nonopposite",1.04211422891913,0.428423994328559,2.43243665787759,0.0378310597492031,0.0389547545932389,1.04211422891913
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::016","valenced_nonopposite","valenced","nonopposite",6.31377482831346,0.799301663753182,7.89911383227535,2.44933289511659e-05,4.39305652623664e-05,6.31377482831346
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::017","valenced_nonopposite","valenced","nonopposite",3.08142396999362,0.274833381989581,11.2119712230243,1.37031840176104e-06,5.00046013274204e-06,3.08142396999362
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::018","valenced_nonopposite","valenced","nonopposite",3.13352968143958,0.348456026476099,8.99261153015103,8.59560330322108e-06,2.15384369815857e-05,3.13352968143958
"qwen25_3b",26,"first_token","position","valenced_nonopposite::affective::019","valenced_nonopposite","valenced","nonopposite",3.327578537859,0.404246711848599,8.23155375251455,1.76101657843512e-05,3.36047200288537e-05,3.327578537859
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::000","valenced_nonopposite","valenced","nonopposite",0.0287479787288034,0.108044221127316,0.266076042095095,0.796175803574235,0.800022063494884,0.0287479787288034
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::001","valenced_nonopposite","valenced","nonopposite",1.59191932210749,0.330232651662519,4.82059939891816,0.000946188756112368,0.00106960468082268,1.59191932210749
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::002","valenced_nonopposite","valenced","nonopposite",2.5082611440881,0.703369415992432,3.56606512461026,0.00606145272015926,0.0063999094710311,2.5082611440881
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::003","valenced_nonopposite","valenced","nonopposite",5.10815647037426,0.581711083005051,8.7812603534836,1.04370298643094e-05,2.46693433156404e-05,5.10815647037426
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::004","valenced_nonopposite","valenced","nonopposite",2.58911483426286,0.604388970690698,4.28385519891935,0.0020383799244269,0.00224329642476611,2.58911483426286
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::005","valenced_nonopposite","valenced","nonopposite",1.24694357736185,0.556052349042816,2.24249313847577,0.0516325770527206,0.0526449805243425,1.24694357736185
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::006","valenced_nonopposite","valenced","nonopposite",2.880188118892,0.30839882317678,9.33916702153243,6.30234296857566e-06,1.68062479162018e-05,2.880188118892
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::007","valenced_nonopposite","valenced","nonopposite",5.18901016054902,0.358017671201523,14.4937263658927,1.5194832549067e-07,1.36405420273445e-06,5.18901016054902
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::008","valenced_nonopposite","valenced","nonopposite",2.94307432236125,0.340664895705747,8.63920632698053,1.19170285582017e-05,2.66531391409242e-05,2.94307432236125
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::009","valenced_nonopposite","valenced","nonopposite",5.95891696587979,0.798075307093985,7.4666098711635,3.82462721894045e-05,6.36417969231691e-05,5.95891696587979
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::010","valenced_nonopposite","valenced","nonopposite",5.12432720840921,0.446831642778421,11.4681385958834,1.13182510177399e-06,4.20392180658909e-06,5.12432720840921
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::011","valenced_nonopposite","valenced","nonopposite",2.84245639681044,0.194786855798637,14.5926499257673,1.43250474668527e-07,1.36405420273445e-06,2.84245639681044
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::012","valenced_nonopposite","valenced","nonopposite",4.61494896030823,0.650937560546875,7.08969529493897,5.73110953225399e-05,8.83015394599133e-05,4.61494896030823
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::013","valenced_nonopposite","valenced","nonopposite",3.18563539288553,0.514890684302455,6.18701306899978,0.000161363812372336,0.000217945928399,3.18563539288553
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::014","valenced_nonopposite","valenced","nonopposite",6.59047412357819,0.704126830666118,9.35978269333022,6.18893386047801e-06,1.67181589997328e-05,6.59047412357819
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::015","valenced_nonopposite","valenced","nonopposite",4.77755471499302,0.562266875985167,8.49695210414468,1.36335816051572e-05,2.86442926653807e-05,4.77755471499302
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::016","valenced_nonopposite","valenced","nonopposite",5.47828669650761,0.708550799140943,7.7316781000735,2.90396783060124e-05,5.0758429307988e-05,5.47828669650761
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::017","valenced_nonopposite","valenced","nonopposite",3.81449742757811,0.637183533416485,5.98649718257051,0.000205883025306361,0.000261119934534896,3.81449742757811
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::018","valenced_nonopposite","valenced","nonopposite",4.28883907660336,0.384264854372326,11.1611536361006,1.42394554668978e-06,5.10656333985299e-06,4.28883907660336
"qwen25_3b",26,"first_token","position","valenced_nonopposite::deontic::019","valenced_nonopposite","valenced","nonopposite",4.87637589187328,0.471444086917073,10.3434872282766,2.69950964763868e-06,8.13765227114269e-06,4.87637589187328
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::000","valenced_nonopposite","valenced","nonopposite",3.66177379058134,0.531112747623991,6.89453191805847,7.11020461204727e-05,0.000104149476007453,3.66177379058134
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::001","valenced_nonopposite","valenced","nonopposite",1.79674867055022,0.426729385348091,4.2105107645319,0.00227108970838441,0.00248624557549451,1.79674867055022
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::002","valenced_nonopposite","valenced","nonopposite",6.47727895733353,0.820027642230455,7.89885440899955,2.44997383193966e-05,4.39305652623664e-05,6.47727895733353
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::003","valenced_nonopposite","valenced","nonopposite",7.49423870486495,0.896931585428562,8.35541843616103,1.56148537609934e-05,3.14220235153689e-05,7.49423870486495
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::004","valenced_nonopposite","valenced","nonopposite",6.45571797328693,0.982047480998613,6.5737330406085,0.000102326343932865,0.000143809996878621,6.45571797328693
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::005","valenced_nonopposite","valenced","nonopposite",5.36868502760404,0.796404555357581,6.74115308794729,8.449185963634e-05,0.000121202115892129,5.36868502760404
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::006","valenced_nonopposite","valenced","nonopposite",2.76339945530623,0.661781017417223,4.1757006964194,0.00239129569155756,0.0025905703325207,2.76339945530623
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::007","valenced_nonopposite","valenced","nonopposite",3.69231851798069,0.354159070571595,10.4255935391446,2.52666263149303e-06,7.84396757239626e-06,3.69231851798069
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::008","valenced_nonopposite","valenced","nonopposite",4.52960339845709,0.527025518394098,8.5946566918795,1.24275791530715e-05,2.69264214983215e-05,4.52960339845709
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::009","valenced_nonopposite","valenced","nonopposite",5.93825435616846,0.596393967012485,9.95693230418636,3.70908057999587e-06,1.08660388822414e-05,5.93825435616846
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::010","valenced_nonopposite","valenced","nonopposite",5.03269302621116,0.995412276845789,5.05588804084122,0.000684849681122708,0.000795802981416332,5.03269302621116
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::011","valenced_nonopposite","valenced","nonopposite",4.98957105811795,0.345658727371494,14.4349633410397,1.57390869546282e-07,1.36405420273445e-06,4.98957105811795
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::012","valenced_nonopposite","valenced","nonopposite",2.0788382118266,0.252988763374857,8.21711677663073,1.78603878351388e-05,3.37723697246261e-05,2.0788382118266
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::013","valenced_nonopposite","valenced","nonopposite",6.09726661351216,0.805358116131723,7.57087622435396,3.42899850327801e-05,5.84616138263792e-05,6.09726661351216
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::014","valenced_nonopposite","valenced","nonopposite",6.40001876449987,1.09323064214035,5.85422555662159,0.000242478828477147,0.000297891401132893,6.40001876449987
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::015","valenced_nonopposite","valenced","nonopposite",7.961393359208,0.887895876800588,8.96658444669864,8.80176511266722e-06,2.15384369815857e-05,7.961393359208
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::016","valenced_nonopposite","valenced","nonopposite",4.27626183590951,0.320607635901497,13.3379912299511,3.11419354948279e-07,1.95197293013949e-06,4.27626183590951
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::017","valenced_nonopposite","valenced","nonopposite",5.77564860148367,0.902496352573462,6.39963650270103,0.00012532630540373,0.000170378245254744,5.77564860148367
"qwen25_3b",26,"first_token","position","valenced_nonopposite::epistemic::019","valenced_nonopposite","valenced","nonopposite",2.82089541276384,0.857048906587499,3.29140541581899,0.00935733625145505,0.00982992899142753,2.82089541276384
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::000","valenced_nonopposite","valenced","nonopposite",3.33656228121175,0.469357388853179,7.10878822929422,5.6127803101625e-05,8.7123754068194e-05,3.33656228121175
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::001","valenced_nonopposite","valenced","nonopposite",3.28445656976579,0.365866739502759,8.97719364769156,8.71707954449334e-06,2.15384369815857e-05,3.28445656976579
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::002","valenced_nonopposite","valenced","nonopposite",3.03650525322986,0.60472153204027,5.02132815245556,0.000717789979829459,0.000824863623229433,3.03650525322986
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::003","valenced_nonopposite","valenced","nonopposite",1.6997242423405,0.33717653614824,5.04105137847794,0.000698786980698936,0.000807487177696548,1.6997242423405
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::004","valenced_nonopposite","valenced","nonopposite",6.04561008923384,0.509361853341757,11.8689887151355,8.45418343376572e-07,3.44798069455543e-06,6.04561008923384
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::005","valenced_nonopposite","valenced","nonopposite",3.31500129716515,0.362656013575863,9.14089708448111,7.51784214646775e-06,1.9069648371528e-05,3.31500129716515
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::006","valenced_nonopposite","valenced","nonopposite",3.54139162965448,0.397564450798894,8.90771703188791,9.28841470958682e-06,2.22067845930352e-05,3.54139162965448
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::007","valenced_nonopposite","valenced","nonopposite",2.02673250038064,0.333428016855576,6.07847090803566,0.000183994042516633,0.000239192255271623,2.02673250038064
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::008","valenced_nonopposite","valenced","nonopposite",4.1720504130176,0.552801945381222,7.54709792155395,3.51510660586317e-05,5.94424531723203e-05,4.1720504130176
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::009","valenced_nonopposite","valenced","nonopposite",4.34274153671987,0.616439014546232,7.0448843020045,6.01968616916126e-05,9.13937754150031e-05,4.34274153671987
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::010","valenced_nonopposite","valenced","nonopposite",2.24413908951722,0.341276632680549,6.57571856558325,0.000102092183985997,0.000143809996878621,2.24413908951722
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::011","valenced_nonopposite","valenced","nonopposite",2.93588732767905,0.351642887580106,8.34905931947861,1.57110117576844e-05,3.14220235153689e-05,2.93588732767905
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::012","valenced_nonopposite","valenced","nonopposite",3.97081456191598,0.368700921622312,10.769744063682,1.92388963341709e-06,6.56014825820909e-06,3.97081456191598
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::013","valenced_nonopposite","valenced","nonopposite",1.79854541922077,0.417749539832545,4.30531992911761,0.00197518762732319,0.00218531397065545,1.79854541922077
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::014","valenced_nonopposite","valenced","nonopposite",4.77036772031082,0.489331414877339,9.74874609574497,4.42056855984279e-06,1.25955926088671e-05,4.77036772031082
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::015","valenced_nonopposite","valenced","nonopposite",3.38148099797551,0.163971843256955,20.6223271679424,6.928194349291e-09,2.88212884930506e-07,3.38148099797551
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::016","valenced_nonopposite","valenced","nonopposite",3.58181847474185,0.556483984820381,6.43651672365373,0.000120020022559869,0.000165325593989754,3.58181847474185
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::017","valenced_nonopposite","valenced","nonopposite",2.26929357090492,0.442700382767694,5.12602577101391,0.000622901348447593,0.00073199706484237,2.26929357090492
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::018","valenced_nonopposite","valenced","nonopposite",1.61887055216574,0.444611701984756,3.6410884934856,0.00539174716952399,0.00572185413908668,1.61887055216574
"qwen25_3b",26,"first_token","position","valenced_nonopposite::utilitarian::019","valenced_nonopposite","valenced","nonopposite",4.00315603798588,0.460128278416698,8.70008696653191,1.12562289157506e-05,2.55652742703024e-05,4.00315603798588
"qwen25_3b",26,"first_token","position","valenced_opposite::affective::000","valenced_opposite","valenced","opposite",2.16148865067191,0.30570024070505,7.0706148143252,5.85209272794032e-05,8.95025946626167e-05,2.16148865067191
"qwen25_3b",26,"first_token","position","valenced_opposite::affective::001","valenced_opposite","valenced","opposite",1.62965104418905,0.292704641629416,5.56756133116705,0.000348471177761396,0.00041418288556783,1.62965104418905
"qwen25_3b",26,"first_token","position","valenced_opposite::affective::002","valenced_opposite","valenced","opposite",1.59910631678969,0.902302622714154,1.77225054713853,0.110114893921192,0.11172633139321,1.59910631678969
"qwen25_3b",26,"first_token","position","valenced_opposite::affective::003","valenced_opposite","valenced","opposite",4.32118055267327,0.617684168656157,6.99577676092054,6.35430046371121e-05,9.50859349965419e-05,4.32118055267327
"qwen25_3b",26,"first_token","position","valenced_opposite::affective::004","valenced_opposite","valenced","opposite",2.03032599772174,0.372504706893059,5.45047071929918,0.000405418475565288,0.000479130925668067,2.03032599772174
"qwen25_3b",26,"first_token","position","valenced_opposite::affective::005","valenced_opposite","valenced","opposite",3.84504215497746,0.323658671629303,11.8799293577443,8.38816561751237e-07,3.44798069455543e-06,3.84504215497746
"qwen25_3b",26,"first_token","position","valenced_opposite::affective::006","valenced_opposite","valenced","opposite",3.94206658318717,0.478077724200252,8.24566045151261,1.73693818187726e-05,3.34521427620805e-05,3.94206658318717
"qwen25_3b",26,"first_token","position","valenced_opposite::affective::007","valenced_opposite","valenced","opposite",3.7246599940506,0.667142940667761,5.58300143342967,0.00034163316272884,0.000408389068089647,3.7246599940506
