"model_name","score_mode","component","pair_class","valence_status","opposition_status","observed_mean_abs_slope","null_mean","null_ci_low","null_ci_high","p_value","n_permutations","p_fdr_within_model","p_holm_across_models"
"mistral_7b","sequence","semantic","neutral_opposite","neutral","opposite",0.939233727747591,0.316637662674851,0.222614572769356,0.416843972781967,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"mistral_7b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",4.06604438510281,1.14765064107742,0.95004538502934,1.35815978221202,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"mistral_7b","sequence","semantic","valenced_opposite","valenced","opposite",3.56679055539635,1.02320920542559,0.850779559581689,1.20504908409386,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"mistral_7b","sequence","position","neutral_nonopposite","neutral","nonopposite",3.23042109648448,0.898271315483057,0.647804900196357,1.16784359685785,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"mistral_7b","sequence","position","neutral_opposite","neutral","opposite",2.07575343709324,0.57867697354182,0.394796370089118,0.779844398484256,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"mistral_7b","sequence","position","valenced_nonopposite","valenced","nonopposite",1.59486125349437,0.473354178269118,0.393563758336847,0.561744588078021,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"mistral_7b","sequence","position","valenced_opposite","valenced","opposite",1.07396163193982,0.358354941751381,0.293686815155598,0.426769347379846,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"gemma2_9b","sequence","semantic","neutral_nonopposite","neutral","nonopposite",0.467875226475429,0.141491167981494,0.0955814683322293,0.19532446019738,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"gemma2_9b","sequence","semantic","neutral_opposite","neutral","opposite",0.671558405552442,0.203358830039239,0.14020094947533,0.27242067673757,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"gemma2_9b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",2.84388606377622,0.774900936736767,0.63648238550663,0.926385662813306,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"gemma2_9b","sequence","semantic","valenced_opposite","valenced","opposite",3.00140125716609,0.8152020148468,0.674872592293155,0.968497181429737,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"gemma2_9b","sequence","position","neutral_nonopposite","neutral","nonopposite",1.45289901889733,0.394205861035251,0.283623043521526,0.512376501036024,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"gemma2_9b","sequence","position","neutral_opposite","neutral","opposite",1.3456573275399,0.361675532360348,0.25800018837077,0.471427101420895,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"gemma2_9b","sequence","position","valenced_nonopposite","valenced","nonopposite",1.13320975809133,0.327296138775253,0.272971528492442,0.385002590341303,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
"gemma2_9b","sequence","position","valenced_opposite","valenced","opposite",0.991198112884431,0.298949639732996,0.249908873917234,0.351161783103113,0.0001999600079984,5000,0.0001999600079984,0.0015996800639872
